hasPassword,brandPresent,domainMismatch,domainLength,domainAge,specialCharCount,hasSensitiveField,numInputs,hasFileUpload,hasOTPField,label
0,0,0,13,935,0,1,8,0,1,0
0,1,1,14,101,4,0,3,1,0,1
0,1,0,11,15,2,1,10,0,1,0
0,1,1,6,125,4,1,6,0,0,1
0,0,0,18,74,7,1,1,1,0,1
0,0,1,17,105,6,1,7,0,0,1
1,1,0,10,180,0,0,3,0,0,0
0,1,0,7,3001,3,1,8,0,1,0
0,0,0,14,1511,0,0,2,0,1,1
0,0,1,5,2866,2,1,1,1,0,1
0,1,0,8,791,1,1,3,0,0,0
0,0,1,18,4916,1,0,3,0,0,0
1,1,1,14,21,3,0,3,0,0,1
0,1,1,12,1395,5,1,5,0,0,1
0,0,0,16,41,0,1,6,0,0,1
0,0,0,16,2834,0,1,3,0,0,0
0,0,1,6,8,3,1,9,0,0,1
0,1,1,8,47,4,0,2,0,1,1
0,0,1,10,2506,4,1,8,0,0,1
0,0,0,9,972,0,0,3,0,0,0
0,1,1,17,91,5,1,8,1,0,1
1,0,1,18,76,5,0,3,0,0,1
0,0,1,18,384,6,1,6,0,0,1
0,0,1,16,29,0,1,5,0,0,1
1,1,0,18,36,2,1,11,0,0,0
0,0,0,7,1894,1,0,2,0,0,0
0,1,0,10,3708,1,1,8,0,1,0
1,1,0,13,30,0,0,6,0,0,0
0,1,0,14,982,2,1,4,0,0,0
0,1,0,16,1866,1,1,3,0,0,0
0,1,0,9,4550,3,1,3,0,0,0
1,1,0,7,1130,1,1,2,0,0,0
1,1,0,14,2984,2,1,9,0,1,0
0,1,0,10,4499,0,1,3,0,1,0
0,0,0,9,3745,1,0,1,0,0,0
0,0,1,18,74,0,1,5,0,0,1
1,1,0,7,2715,2,1,11,0,0,0
1,0,1,14,148,0,0,6,0,0,1
1,0,1,8,169,6,0,6,0,0,1
0,1,0,7,1546,1,1,10,0,0,0
1,1,0,16,22,1,1,11,0,0,0
0,1,1,18,35,4,0,4,0,1,1
1,1,0,7,3977,0,0,11,0,0,0
0,0,0,15,2362,1,0,3,0,0,0
0,0,0,14,2213,0,0,3,0,0,0
1,1,1,10,168,5,0,7,0,0,1
0,1,0,8,2347,1,1,6,0,1,0
0,1,0,5,3477,2,1,4,0,0,0
0,1,0,8,1634,0,1,9,0,0,0
1,1,0,18,2913,0,0,4,0,0,1
0,1,0,10,3960,0,1,12,0,0,0
0,1,0,14,1177,0,1,4,0,0,0
0,1,0,11,4947,0,1,4,0,1,0
0,1,1,14,2283,1,1,12,0,1,0
0,0,1,14,105,5,0,4,0,1,1
0,0,1,14,76,5,0,5,0,1,1
0,0,1,16,88,0,0,10,1,0,1
0,0,1,6,187,4,0,8,0,0,1
0,0,1,13,78,0,0,3,0,1,1
0,0,1,13,88,6,0,1,0,0,1
1,1,0,18,506,1,0,2,0,0,0
0,0,0,8,150,1,1,3,0,0,1
0,0,1,20,66,5,1,4,0,0,1
0,1,0,7,101,6,0,8,0,0,1
0,1,0,13,4577,1,1,5,0,0,0
0,1,0,15,1442,2,1,3,0,1,0
0,0,0,13,2723,4,1,4,0,0,1
0,1,0,15,772,1,1,5,0,0,0
0,0,1,16,134,5,1,5,0,0,1
0,0,1,17,28,0,1,4,0,0,1
1,1,0,14,598,0,1,8,0,0,0
0,0,0,19,113,3,0,2,0,1,1
0,0,1,12,884,4,0,3,0,0,1
0,0,1,16,32,4,0,4,0,0,1
1,0,0,14,3711,2,1,14,0,0,0
0,0,0,16,4559,0,0,6,0,0,0
1,1,0,10,495,0,0,2,0,0,0
0,1,1,13,106,1,0,5,0,1,1
0,1,1,15,1468,6,1,10,1,0,1
0,0,0,13,4359,1,0,2,0,0,0
1,1,0,8,83,0,1,4,0,0,0
0,1,0,14,4304,0,1,5,0,0,0
1,1,0,17,201,2,1,6,0,1,0
0,1,0,7,87,5,1,6,0,0,1
0,1,1,17,402,7,1,8,1,0,1
0,1,0,8,4720,1,1,5,0,0,0
1,1,1,12,375,2,0,5,0,0,1
0,0,0,15,191,1,1,14,0,0,0
0,0,1,14,34,4,1,5,0,0,1
0,0,0,14,88,4,1,9,0,0,1
1,1,0,17,921,0,0,4,0,0,0
0,0,1,18,134,6,1,4,0,0,1
1,1,0,14,1011,0,0,3,0,0,0
0,0,0,12,2769,0,0,2,0,0,0
1,0,1,7,2487,5,0,5,0,0,1
0,0,1,13,196,0,1,5,0,0,1
0,0,0,9,3496,1,0,1,0,0,0
1,1,0,13,2128,1,0,4,0,0,0
1,1,1,10,111,0,0,6,0,0,1
0,0,0,15,1967,0,1,11,0,0,0
0,1,0,11,2946,5,1,3,0,0,1
0,0,0,14,2438,0,1,12,0,0,0
0,0,0,18,97,0,1,12,0,0,0
0,1,0,13,4335,1,1,3,0,1,0
1,0,1,18,48,4,0,2,0,0,1
1,0,0,10,1858,2,1,11,0,0,0
0,0,0,8,164,3,1,8,0,0,1
1,1,0,17,3349,1,0,2,0,0,0
0,1,0,8,1017,1,1,4,0,1,0
0,1,0,8,1258,1,1,3,0,0,0
0,1,0,8,2957,0,1,6,0,0,0
0,1,0,11,3639,0,1,3,0,0,0
0,0,1,18,30,1,0,5,0,1,1
1,1,0,16,34,1,1,4,0,0,0
1,0,1,7,68,5,0,2,0,0,1
0,0,0,6,615,0,0,1,0,0,0
0,0,0,12,961,2,1,12,0,1,0
1,1,1,12,180,6,0,7,0,0,1
0,1,1,16,14,4,1,4,1,0,1
0,0,0,16,3054,1,1,5,0,0,0
0,1,0,9,167,1,1,3,0,0,0
0,1,0,7,166,1,1,11,0,0,0
0,1,0,6,4080,1,1,6,0,1,0
0,1,0,8,424,0,1,5,0,1,0
0,0,1,13,52,2,0,6,0,0,1
0,1,0,16,890,0,1,4,0,0,0
1,1,0,10,46,2,0,3,0,0,0
0,0,0,17,2557,1,0,1,0,0,0
0,1,0,11,2544,1,1,5,0,1,0
1,1,0,9,3345,0,0,2,0,0,0
0,1,0,12,2185,2,1,12,0,1,0
0,0,1,14,20,0,0,10,0,0,1
0,1,0,16,3482,0,1,6,0,1,0
0,1,0,15,4311,0,1,4,0,1,0
0,1,0,9,1471,0,1,4,0,0,0
1,0,0,12,2896,1,1,8,0,1,0
1,1,0,7,2587,1,0,2,0,0,0
0,0,1,18,2076,2,0,5,0,0,1
1,1,1,13,2076,0,0,7,0,0,1
1,1,0,15,18,1,0,2,0,0,0
0,1,0,11,1089,0,1,4,0,1,0
0,1,1,6,81,2,1,3,0,0,1
0,1,1,4,149,6,1,8,0,0,1
0,0,1,9,26,3,1,5,0,0,1
0,0,0,10,3051,0,0,2,0,0,0
1,1,0,15,2578,1,1,10,0,1,0
0,1,0,16,2535,1,1,10,0,0,0
0,0,1,9,174,5,0,10,0,0,1
1,0,0,10,1905,0,1,9,0,1,0
0,1,1,19,29,7,1,9,1,0,1
1,1,0,16,2845,1,0,3,0,0,0
1,1,0,8,38,4,0,7,0,0,1
0,0,1,19,119,5,1,8,0,0,1
0,1,0,16,4663,0,1,6,0,1,0
1,1,0,14,1717,1,0,3,0,0,0
1,0,1,5,19,6,0,5,0,0,1
0,0,1,7,107,4,0,2,0,1,1
0,0,1,14,72,1,0,3,0,1,1
0,0,1,8,123,2,1,8,0,0,1
0,1,0,9,220,0,1,14,0,0,0
1,1,0,10,788,1,1,3,0,0,0
0,1,0,12,4053,0,1,5,0,0,0
1,1,1,14,85,5,0,7,0,0,1
0,1,0,13,178,1,1,4,0,0,0
1,0,0,12,96,0,0,4,0,0,1
0,1,1,16,54,0,1,10,1,0,1
0,1,0,18,1881,0,1,4,0,0,0
1,1,0,8,1748,0,1,8,0,1,0
1,1,0,12,4175,0,0,4,0,0,0
0,1,0,12,4733,0,1,6,0,1,0
1,1,0,16,1593,0,1,12,0,1,0
1,1,0,14,2750,2,1,6,0,0,0
0,1,0,9,4979,1,1,5,0,0,0
1,1,1,16,1296,6,0,4,0,0,1
0,0,0,10,10,2,1,7,0,0,1
1,1,0,16,3001,1,1,5,0,0,0
1,1,0,7,2437,0,0,2,0,0,0
0,0,1,15,2785,6,1,3,0,0,1
0,0,1,12,145,7,0,10,0,0,1
0,0,0,10,1127,0,1,6,0,0,1
1,1,0,4,1863,0,1,10,0,0,0
1,1,0,11,2931,2,1,13,0,1,0
1,1,0,16,1325,1,1,5,0,0,0
0,0,0,9,766,1,1,13,0,1,0
0,0,0,16,3882,3,1,11,0,0,0
0,1,0,4,60,0,1,8,1,0,1
1,1,1,11,2852,2,0,3,0,0,1
1,0,0,9,388,0,1,9,0,0,0
0,1,0,11,2213,1,1,9,0,1,0
0,1,1,14,26,2,1,7,1,0,1
1,1,0,13,4142,0,0,4,0,0,0
0,0,0,14,57,1,1,2,0,0,0
0,1,1,6,143,0,0,1,0,0,1
1,1,1,9,64,2,0,5,0,0,1
0,0,0,14,1502,1,1,11,0,1,0
0,1,1,8,99,4,1,6,1,0,1
0,1,0,17,2365,1,1,6,0,1,0
0,0,1,10,36,5,1,4,0,0,1
1,1,1,9,35,3,0,1,0,0,1
1,1,1,5,2505,3,0,1,0,0,1
0,0,0,11,3702,1,0,3,0,0,0
1,1,0,18,4148,1,1,5,0,0,0
0,1,0,7,155,2,1,5,0,1,0
0,0,1,15,102,2,0,5,0,1,1
0,1,0,18,2570,1,1,4,0,0,0
0,1,1,12,13,0,0,3,0,1,1
1,0,1,13,2518,2,0,7,0,0,1
0,0,0,17,4026,0,1,3,0,0,0
1,1,0,9,4309,0,1,11,0,0,0
1,1,0,7,573,3,0,4,0,0,0
0,0,0,18,172,0,1,10,0,0,0
0,0,1,14,2445,5,1,1,0,0,1
1,1,1,18,166,6,0,3,0,0,1
0,0,0,6,32,4,0,11,0,0,1
0,0,1,15,1570,2,0,1,0,0,1
0,1,1,19,31,0,0,7,0,0,1
0,0,1,18,73,0,0,3,0,1,1
0,1,0,17,47,0,1,6,0,1,0
0,0,0,19,1839,0,0,3,0,0,0
0,0,1,15,99,6,1,3,0,0,1
0,1,1,10,77,4,0,5,0,1,1
0,1,0,10,120,4,0,4,0,1,1
0,0,0,15,62,5,1,1,1,0,1
1,1,0,8,3523,2,1,10,0,0,0
0,1,0,15,62,1,1,5,0,1,0
0,1,0,12,26,1,1,6,0,0,0
1,0,0,15,68,4,0,5,0,0,1
0,0,0,10,937,1,0,2,0,0,0
0,1,0,12,2014,0,1,3,0,0,0
0,1,0,13,30,2,0,5,1,0,1
1,1,0,13,4162,1,0,4,0,0,0
0,0,0,9,1032,1,0,3,0,0,0
0,1,0,12,4320,1,1,3,0,0,0
1,1,0,7,4899,1,0,3,0,0,0
0,1,0,6,2683,0,1,5,0,0,0
0,0,1,20,166,3,0,10,0,0,1
0,1,1,4,118,3,0,3,0,1,1
0,1,1,19,92,2,1,6,0,0,1
0,1,0,5,907,1,1,10,0,0,0
1,1,0,12,58,5,0,6,0,0,1
0,0,1,18,116,6,1,4,1,0,1
0,1,0,16,40,1,1,3,0,1,0
0,0,0,10,13,0,1,1,0,0,0
0,1,0,12,96,0,1,5,0,1,0
0,0,0,12,131,0,1,3,0,0,0
0,1,0,16,1135,0,1,6,0,1,0
1,1,0,10,1869,0,0,2,0,0,0
1,1,1,16,1846,6,0,6,0,0,1
0,1,0,10,17,6,1,5,0,0,1
0,1,0,11,2920,0,1,9,0,1,0
0,1,0,19,38,0,0,3,0,0,1
0,1,0,12,3815,1,1,4,0,1,0
0,1,0,12,2645,1,1,5,0,1,0
1,1,0,10,2372,1,0,2,0,0,0
1,1,0,12,580,0,1,2,0,0,0
0,0,1,13,1389,0,1,8,0,0,1
1,0,0,9,374,1,1,11,0,1,0
0,1,0,14,3086,0,1,10,0,1,0
0,0,0,5,2384,5,0,3,0,1,1
0,0,0,13,77,0,0,8,0,0,0
1,1,1,8,125,5,0,6,0,0,1
0,1,1,15,41,5,0,2,0,1,1
1,0,0,17,391,1,1,9,0,1,0
0,1,1,10,33,0,0,4,0,1,1
0,0,0,7,898,1,0,2,0,0,0
0,0,0,13,2971,2,0,3,0,1,1
0,1,0,11,55,0,1,6,0,1,0
1,1,0,7,13,0,0,3,0,0,0
0,0,0,13,1344,3,0,11,0,0,0
0,0,1,18,1216,6,0,4,1,0,1
1,1,0,11,1257,1,0,8,0,0,0
1,1,0,8,3812,1,0,3,0,0,0
0,1,0,15,2572,0,1,4,0,1,0
0,0,1,17,130,6,1,5,0,0,1
0,0,0,18,59,3,0,3,0,0,0
1,1,0,9,1873,2,1,10,0,0,0
0,0,1,15,70,4,1,7,0,0,1
0,1,0,12,2632,1,1,4,0,1,0
0,0,1,7,26,2,0,4,0,1,1
0,0,0,14,4435,0,0,1,0,0,0
1,0,1,10,38,4,0,3,0,0,1
0,0,0,8,1853,2,1,13,0,0,0
0,0,1,11,33,7,1,4,0,0,1
1,1,1,11,156,3,0,5,0,0,1
0,0,0,4,813,0,0,9,0,0,0
0,0,1,14,196,5,0,1,0,0,1
1,1,1,15,2837,0,1,5,0,0,0
0,1,0,14,123,0,1,6,0,1,0
0,1,0,11,4323,0,1,5,0,0,0
0,0,1,12,24,1,0,3,0,1,1
0,1,0,16,674,1,1,11,0,1,0
1,0,1,16,150,0,0,7,0,0,1
1,0,0,19,2582,0,1,11,0,0,0
1,1,1,16,71,6,0,3,0,0,1
0,0,1,11,65,0,1,4,0,0,1
0,1,0,16,4967,1,1,4,0,0,0
0,1,0,7,444,1,1,6,0,0,0
0,1,0,17,3410,0,1,10,0,0,0
0,1,0,13,3937,1,1,12,0,0,0
0,0,0,16,93,6,0,7,0,0,1
0,0,1,13,33,0,0,7,0,0,1
0,0,1,10,721,0,0,5,0,1,1
0,0,1,11,97,4,1,3,0,0,1
0,0,0,8,3168,0,1,10,0,1,0
0,1,0,10,3064,0,1,4,0,1,0
0,0,0,8,69,1,1,3,0,0,0
1,1,0,15,3724,2,1,12,0,1,0
0,1,0,6,3656,2,1,3,0,0,0
0,0,1,13,196,6,1,4,0,0,1
0,0,1,4,1413,2,0,2,0,0,1
1,0,0,11,3753,0,1,10,0,1,0
0,1,1,11,5,3,0,5,0,0,1
0,0,0,5,1380,0,0,2,0,0,0
1,0,1,17,147,6,0,1,0,0,1
0,0,1,15,8,0,0,5,0,1,1
1,1,1,7,168,1,1,13,0,1,0
0,1,0,11,4514,3,1,3,0,0,0
0,1,0,13,1092,0,1,5,0,0,0
0,1,0,7,3445,0,1,12,0,0,0
0,0,0,18,69,0,1,11,0,0,1
1,1,0,7,119,1,0,11,0,0,0
1,1,0,7,1964,2,1,8,0,1,0
0,1,0,20,464,1,1,5,0,1,0
0,1,1,13,70,3,0,5,0,1,1
0,0,0,13,94,6,1,7,0,0,1
0,0,0,8,1125,2,1,7,0,1,0
0,1,1,15,70,3,0,5,0,1,1
0,1,0,19,81,3,1,10,1,0,1
0,0,0,7,3383,1,0,10,0,0,0
1,1,1,8,667,5,0,2,0,0,1
0,1,0,18,2965,0,1,5,0,1,0
0,0,1,17,2298,4,0,2,0,0,1
0,0,1,14,46,4,1,8,0,0,1
1,1,1,9,153,6,0,7,0,0,1
0,1,0,10,4243,1,1,4,0,0,0
0,0,1,9,3688,0,1,7,0,1,0
0,0,0,12,12,2,0,1,0,0,1
0,1,1,16,93,0,1,5,0,0,1
1,1,0,7,3277,0,1,10,0,0,0
1,1,1,7,131,5,0,3,0,0,1
1,1,0,16,125,0,0,6,0,0,0
0,0,0,7,3217,1,0,2,0,0,0
0,0,1,14,2198,5,0,4,0,1,1
0,0,0,12,4759,0,0,3,0,0,0
1,1,0,8,3279,0,0,4,0,0,0
1,1,0,4,4484,0,1,4,0,0,0
0,1,0,15,3988,3,1,5,0,0,0
0,0,0,9,2069,1,1,2,0,0,0
0,1,1,12,59,5,0,5,0,1,1
0,1,1,16,110,2,1,4,0,0,1
0,0,1,20,171,5,0,7,0,0,1
0,1,0,17,46,3,1,7,0,0,1
1,1,0,8,3798,1,0,2,0,0,0
0,1,0,14,2902,1,1,9,0,1,0
0,1,0,13,4721,0,1,4,0,0,0
1,1,0,6,2938,1,0,2,0,0,0
0,1,0,5,4879,1,1,7,0,0,0
0,1,1,8,747,1,0,2,0,1,1
0,1,0,12,108,0,1,5,0,0,1
1,1,0,16,51,0,1,10,0,0,0
0,1,0,8,1639,0,1,4,0,1,0
0,0,1,13,107,5,0,6,1,0,1
0,1,1,11,1435,3,0,3,0,0,1
1,0,1,14,101,3,0,7,0,0,1
1,1,0,9,4852,1,0,8,0,0,0
1,1,1,8,47,4,0,7,0,0,1
0,0,1,11,28,0,1,3,0,0,1
0,1,1,17,90,3,0,1,0,1,1
0,1,1,6,19,5,1,10,1,0,1
0,1,1,17,115,0,1,4,0,0,1
1,1,0,6,4727,1,0,2,0,0,0
1,1,0,7,470,3,0,10,0,0,0
0,0,0,17,446,0,1,1,0,0,0
1,1,0,17,4084,0,0,11,0,0,0
0,1,0,14,2736,0,1,6,0,1,0
1,1,1,7,20,4,0,7,0,0,1
1,1,0,12,2096,0,0,3,0,0,0
0,1,0,16,19,1,1,4,0,0,0
0,1,0,15,900,0,1,8,0,1,0
0,1,1,11,84,0,0,3,0,1,1
1,1,0,17,539,0,0,3,0,0,0
0,0,1,15,386,5,0,3,0,1,1
0,1,0,20,4143,0,1,11,0,0,0
0,1,0,17,4937,1,1,12,0,1,0
0,0,0,16,2673,1,0,12,0,0,0
0,1,1,12,64,5,1,8,0,0,1
0,0,0,12,1526,2,1,14,0,1,0
0,1,0,18,3841,1,1,4,0,1,0
0,1,0,6,2547,1,1,6,0,1,0
0,0,0,14,568,2,1,9,0,1,0
1,0,1,12,85,5,0,3,0,0,1
0,0,0,13,61,0,0,1,0,0,0
0,0,0,8,2942,0,1,3,0,0,0
1,0,0,7,3085,0,1,13,0,0,0
1,1,0,14,62,0,1,3,0,0,0
0,0,0,14,1667,0,0,1,0,0,0
1,1,1,7,140,2,0,6,0,0,1
0,0,0,14,171,0,1,1,0,0,1
0,0,1,17,139,0,1,3,0,0,1
0,0,0,15,3431,1,0,2,0,0,0
0,0,0,8,644,1,1,9,0,0,0
0,1,0,14,3353,0,1,3,0,1,0
0,1,0,6,29,1,1,3,0,0,0
0,0,0,19,2154,1,1,9,0,0,0
0,1,0,10,110,1,1,5,0,1,0
1,1,0,19,3082,3,1,11,0,0,0
0,0,0,12,60,2,0,3,0,1,1
0,1,0,8,2902,0,1,4,0,1,0
1,1,0,19,2473,0,1,11,0,1,0
0,1,1,5,14,2,0,5,0,1,1
0,0,0,18,121,0,0,6,0,0,1
0,0,1,14,2513,3,1,7,0,0,1
0,1,0,7,1062,1,1,5,0,0,0
1,0,0,9,919,2,1,9,0,1,0
0,0,0,7,3587,2,1,10,0,1,0
0,0,0,9,108,0,1,7,0,0,1
0,1,0,12,3138,0,1,5,0,1,0
1,1,1,4,22,0,0,6,0,0,1
0,1,1,9,43,2,1,8,0,0,1
0,0,0,14,4890,1,0,2,0,0,0
0,1,1,8,85,0,0,4,1,0,1
0,0,1,9,156,6,0,4,0,0,1
0,1,0,10,1863,0,1,4,0,1,0
0,1,0,8,2557,1,1,4,0,0,0
0,1,0,19,2253,1,1,9,0,1,0
1,1,0,16,3195,1,1,3,0,0,0
0,1,0,19,368,0,1,4,0,1,0
0,0,1,16,46,5,1,4,0,0,1
0,0,0,14,1121,1,0,2,0,0,0
1,1,1,9,48,4,0,5,0,0,1
0,1,0,13,4262,1,1,3,0,0,0
0,0,0,17,171,1,0,3,0,0,0
1,0,0,13,166,6,0,4,0,0,1
0,1,0,17,4333,2,1,3,0,0,0
0,0,1,10,76,0,0,7,0,0,1
0,1,0,4,2870,3,1,7,0,0,0
1,0,1,6,139,2,0,1,0,0,1
0,0,0,17,1694,1,1,1,0,0,0
0,1,0,12,2550,0,1,3,0,1,0
1,1,0,17,3751,0,1,2,0,0,0
0,0,0,7,369,1,0,3,0,0,0
0,1,1,8,2364,3,1,9,1,0,1
0,0,0,15,1621,5,0,5,0,1,1
0,0,0,15,15,3,0,1,0,1,1
1,1,0,6,1565,0,1,8,0,0,0
1,1,1,14,1059,0,0,3,0,0,1
0,0,1,17,92,2,0,7,1,0,1
0,1,0,11,1760,0,1,5,0,0,0
1,1,0,7,1061,0,0,2,0,0,0
1,1,0,10,15,1,0,2,0,0,0
0,0,1,6,96,2,0,6,1,0,1
1,0,0,7,305,1,1,14,0,0,0
1,0,1,10,28,0,0,7,0,0,1
0,1,1,8,820,5,0,3,0,1,1
0,0,0,8,716,0,0,6,0,0,0
0,1,0,19,66,1,1,4,0,1,0
1,1,0,13,2155,1,0,3,0,0,0
0,0,0,16,4612,1,1,1,0,0,0
1,1,0,8,4594,1,0,9,0,0,0
1,1,1,8,65,5,0,5,0,0,1
0,1,0,17,1800,1,1,5,0,0,0
0,1,1,4,37,3,0,4,0,1,1
1,1,0,15,4183,2,0,4,0,0,0
1,0,1,7,119,0,0,6,0,0,1
0,1,0,16,4823,0,1,4,0,0,0
0,0,0,14,4814,3,0,2,0,0,0
0,1,0,10,1606,1,1,12,0,1,0
0,0,0,17,134,0,1,2,0,0,0
1,0,1,8,848,5,0,4,0,0,1
0,0,0,18,1426,2,1,14,0,0,0
0,0,0,11,4040,1,0,2,0,0,0
0,0,1,9,43,7,1,6,1,0,1
0,1,0,15,1662,0,1,3,0,0,0
0,0,1,13,118,0,0,2,0,1,1
1,1,1,18,138,3,0,6,0,0,1
0,1,1,14,87,0,1,2,0,0,1
0,1,1,10,96,4,0,3,0,1,1
0,0,0,19,76,2,0,5,0,1,1
0,1,0,14,1772,0,1,6,0,1,0
0,1,0,12,46,1,1,3,0,0,0
0,1,0,6,1510,0,1,9,0,0,0
0,0,0,10,191,4,1,10,0,0,1
1,0,0,10,3747,0,1,11,0,0,0
1,1,1,17,164,5,0,3,0,0,1
0,1,0,8,3155,1,1,5,0,1,0
0,0,1,9,1051,3,1,6,0,0,1
0,0,0,5,1762,1,1,3,0,0,0
1,1,0,18,2737,2,1,10,0,1,0
1,1,0,17,50,0,1,2,0,0,0
1,0,0,14,3940,0,1,7,0,1,0
0,1,0,13,10,0,1,5,0,1,0
0,0,1,12,114,5,0,3,0,0,1
0,1,0,10,2129,0,1,7,0,1,0
1,0,0,18,2013,2,1,7,0,0,0
0,1,0,8,2019,1,1,10,0,0,0
1,1,0,15,734,1,0,4,0,0,0
0,0,0,18,4152,1,0,2,0,0,0
0,0,0,5,4605,1,0,1,0,0,0
1,1,0,4,4504,1,1,2,0,0,0
0,0,1,18,73,4,0,5,0,1,1
1,1,0,9,3123,1,1,8,0,0,0
0,1,0,11,4616,1,1,5,0,1,0
1,1,0,10,1958,1,1,12,0,0,0
0,0,1,16,58,0,0,8,0,0,1
1,0,1,17,80,3,0,6,0,0,1
1,1,1,6,165,6,0,7,0,0,1
0,0,1,10,1036,4,0,9,0,0,1
0,0,1,5,90,5,0,1,0,0,1
1,1,0,12,3653,1,1,7,0,0,0
0,0,1,14,56,5,1,10,1,0,1
1,1,0,8,3452,1,1,3,0,0,0
0,0,0,7,1607,1,0,3,0,0,0
0,0,0,10,95,1,0,5,0,0,1
0,1,1,20,105,2,1,6,0,0,1
1,1,1,8,79,0,0,7,0,0,1
0,0,0,20,1456,1,0,3,0,0,0
1,0,0,12,3767,0,1,11,0,0,0
0,1,0,18,861,6,1,8,0,0,1
0,0,0,9,33,1,0,1,0,0,0
0,1,0,6,1165,0,1,5,0,0,0
0,0,0,14,2664,2,1,10,0,0,0
1,1,0,5,90,6,0,3,0,0,1
0,0,1,17,145,5,1,3,0,0,1
1,1,0,9,2346,1,0,9,0,0,0
0,1,1,10,2517,0,1,5,0,0,1
1,1,0,5,627,1,1,2,0,0,0
0,0,1,9,150,7,0,10,0,0,1
1,1,0,10,175,0,1,4,0,0,0
0,1,0,9,1809,3,1,6,0,1,0
0,1,1,7,884,2,0,2,0,1,1
0,0,1,6,37,2,1,4,1,0,1
0,0,0,8,1958,1,1,10,0,0,0
0,1,0,8,1850,1,1,3,0,1,0
0,1,1,17,40,3,0,4,0,1,1
0,1,1,18,1375,0,1,1,1,0,1
0,0,0,14,3134,2,1,8,0,0,0
0,1,0,9,3210,0,1,5,0,0,0
0,0,1,7,726,3,1,9,0,0,1
0,0,0,9,719,1,0,2,0,0,0
0,0,0,9,956,0,1,9,0,0,0
0,0,1,13,64,4,1,1,0,0,1
1,0,0,15,132,5,0,6,0,0,1
0,1,0,6,130,2,1,6,0,0,1
0,1,0,18,66,1,1,3,0,0,0
1,1,0,11,3149,2,1,14,0,0,0
1,1,1,10,78,0,0,3,0,0,1
1,0,1,9,672,1,1,11,0,0,0
1,1,1,5,91,6,0,6,0,0,1
1,0,1,7,23,3,0,6,0,0,1
1,1,0,11,1484,1,0,8,0,0,0
0,0,0,13,832,0,0,10,0,0,0
1,1,0,16,4132,0,0,3,0,0,0
1,0,1,12,10,0,0,3,0,0,1
0,1,0,7,3099,1,1,3,0,0,0
0,1,0,14,473,0,1,6,0,0,0
0,1,0,14,37,2,1,9,0,1,0
1,1,0,17,3683,0,0,4,0,0,0
0,0,0,14,1783,2,1,11,0,1,0
0,1,0,15,195,0,1,4,0,1,0
1,1,0,15,143,2,1,7,0,0,0
1,1,0,13,3258,0,1,10,0,1,0
0,0,1,17,41,2,0,6,0,0,1
0,0,0,6,1878,0,0,7,0,0,1
1,1,0,17,1244,1,0,2,0,0,0
0,0,0,13,3809,1,1,11,0,1,0
1,1,1,14,165,5,0,6,0,0,1
0,1,1,8,103,7,1,9,1,0,1
1,1,1,13,49,4,0,4,0,0,1
0,0,0,17,53,3,0,3,0,0,0
1,1,1,9,3497,0,1,8,0,1,0
1,1,0,9,4363,0,1,5,0,0,0
0,0,0,15,162,1,0,1,0,0,0
0,0,0,11,3592,1,1,7,0,0,0
0,1,1,9,128,4,1,7,0,0,1
0,1,0,15,128,1,1,10,0,0,0
1,1,0,14,1612,1,1,2,0,0,0
1,0,1,10,668,5,0,2,0,0,1
0,0,0,4,100,4,1,2,0,0,1
0,0,1,15,15,2,0,2,0,0,1
0,1,0,12,3073,1,1,9,0,0,0
0,0,0,15,1373,0,0,2,0,0,0
1,1,0,7,287,2,1,11,0,1,0
1,1,0,11,680,0,0,4,0,0,0
1,0,0,10,3633,0,1,8,0,1,0
0,0,1,12,1901,6,0,2,0,0,1
1,1,0,16,2096,0,0,3,0,0,0
0,1,0,11,2226,1,1,8,0,0,0
1,1,0,17,418,0,0,2,0,0,0
0,0,1,19,2010,2,1,11,0,1,0
0,1,0,12,162,0,1,7,0,1,0
0,0,1,19,1473,0,1,3,0,0,1
0,0,0,12,1532,1,0,11,0,0,0
0,1,1,11,69,5,0,2,1,0,1
0,0,0,15,66,0,0,2,0,1,1
0,0,0,19,1242,1,1,11,0,0,0
0,0,1,11,1070,5,1,6,0,0,1
0,1,0,17,4785,0,1,11,0,1,0
0,1,1,15,2212,5,0,3,1,0,1
0,1,0,5,2947,0,1,5,0,0,0
0,0,0,7,367,2,0,3,0,0,0
0,1,0,12,456,0,1,9,0,0,0
0,1,0,6,4089,3,1,3,0,0,0
1,0,1,8,59,3,0,3,0,0,1
0,1,1,5,144,5,0,4,0,0,1
0,0,0,9,1823,0,0,2,0,0,0
0,0,1,13,78,6,1,3,0,0,1
0,1,0,14,3027,2,1,5,0,0,0
0,0,0,10,97,1,0,5,0,0,1
0,0,0,7,2087,2,1,5,0,0,1
0,0,0,18,1721,1,1,2,0,0,0
1,1,0,7,954,1,0,4,0,0,0
0,1,1,8,2660,0,1,11,0,0,0
1,0,0,7,2701,0,1,8,0,1,0
0,0,1,15,45,4,0,3,0,1,1
0,0,0,10,3354,0,0,3,0,0,0
0,0,1,15,17,6,1,10,1,0,1
0,1,0,12,71,2,1,12,0,0,0
1,1,0,15,3142,1,0,10,0,0,0
0,0,1,7,2833,3,0,5,0,1,1
